Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Housing Units,Strong Roof/Strong Wall,Strong Roof/Light Wall,Strong Roof/Salvage Wall,Light Roof/Strong Wall,Light Roof/Light Wall,Light Roof/Salvage Wall,Salvaged Roof/Strong Wall,Salvaged Roof/Light Wall,Salvaged Roof/Salvage Wall,sum_types_of_material,diff_housing_unit,percentage_,absolute_from_vulnerable_houses
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cabugao,PH012905000,7894,6471,1059,6,32,254,2,0,3,4,7831,63,0.033584472,263
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Caoayan,PH012907000,4318,3764,457,2,13,76,0,0,0,0,4312,6,0.017625232,76
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Cervantes,PH012908000,3671,2873,535,5,17,113,2,0,0,0,3545,126,0.032440056,115
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Candon,PH012906000,13414,11116,2076,14,3,147,0,1,4,5,13366,48,0.011671405,156
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,City of Vigan (Capital),PH012934000,11106,10170,705,28,28,138,1,1,1,7,11079,27,0.013268346,147
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Galimuyod,PH012909000,2313,1763,510,2,0,23,2,0,0,0,2300,13,0.010869565,25
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Gregorio Del Pilar (Concepcion),PH012910000,905,695,206,1,1,2,0,0,0,0,905,0,0.002209945,2
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Lidlidda,PH012911000,996,785,199,1,1,6,0,0,0,1,993,3,0.007049345,7
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Magsingal,PH012912000,7166,5633,834,10,62,544,4,21,28,18,7154,12,0.083030472,594
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Nagbukel,PH012913000,1182,909,254,0,2,17,0,0,0,0,1182,0,0.014382403,17
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Narvacan,PH012914000,9605,8163,1103,15,18,262,1,1,5,2,9570,35,0.028213166,270
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Quirino (Angkaki),PH012915000,1824,1460,301,0,2,17,0,0,1,0,1781,43,0.010106682,18
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Salcedo (Baugen),PH012916000,2650,2011,603,0,0,31,1,0,0,0,2646,4,0.012093726,32
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Emilio,PH012917000,1530,1013,503,1,1,9,0,0,0,0,1527,3,0.00589391,9
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Esteban,PH012918000,1884,1537,324,1,0,17,1,0,0,1,1881,3,0.01010101,19
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Ildefonso,PH012919000,1697,1577,77,0,6,35,0,0,0,0,1695,2,0.020648968,35
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Juan (Lapog),PH012920000,6151,5088,860,11,15,157,2,1,2,0,6136,15,0.026238592,161
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,San Vicente,PH012921000,2761,2542,138,12,11,44,3,0,1,6,2757,4,0.019586507,54
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa,PH012922000,3412,3191,153,5,5,35,2,0,0,4,3395,17,0.012076583,41
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Catalina,PH012923000,2765,2647,70,3,16,28,0,0,1,0,2765,0,0.010488246,29
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Cruz,PH012924000,8851,6714,1714,5,19,351,1,0,0,0,8804,47,0.039981826,352
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Lucia,PH012925000,5795,4709,510,4,63,491,0,1,1,3,5782,13,0.085610515,495
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santa Maria,PH012926000,6648,5700,779,7,7,144,0,0,0,0,6637,11,0.02169655,144
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santiago,PH012927000,4295,3547,544,43,2,115,2,0,1,25,4279,16,0.033419023,143
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Santo Domingo,PH012928000,6475,5816,394,9,19,229,1,1,0,0,6469,6,0.035554181,230
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sigay,PH012929000,513,264,247,0,0,1,0,0,0,0,512,1,0.001953125,1
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sinait,PH012930000,5872,4744,736,3,46,319,5,0,2,3,5858,14,0.056162513,329
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Sugpon,PH012931000,849,535,220,1,4,84,0,0,0,0,844,5,0.099526066,84
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Suyo,PH012932000,2497,1765,588,0,4,86,0,0,0,0,2443,54,0.03520262,86
Region I (Ilocos Region),PH010000000,Ilocos Sur,PH012900000,Tagudin,PH012933000,8492,6753,1387,7,19,175,3,0,2,4,8350,142,0.022035928,184
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Agoo,PH013301000,13404,11329,1798,30,22,154,1,0,2,6,13342,62,0.012217059,163
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Aringay,PH013302000,10621,7849,2477,40,13,152,3,2,8,31,10575,46,0.018345154,194
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bacnotan,PH013303000,9692,7965,1498,22,10,173,0,0,0,0,9668,24,0.017894084,173
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bagulin,PH013304000,2966,2375,549,0,1,10,0,0,0,0,2935,31,0.003407155,10
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Balaoan,PH013305000,8697,7044,1413,31,9,114,2,0,0,4,8617,80,0.01392596,120
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bangar,PH013306000,7628,6093,1278,38,8,147,1,0,1,3,7569,59,0.020081913,152
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Bauang,PH013307000,16577,13213,2722,154,37,243,10,4,14,18,16415,162,0.017362169,285
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Burgos,PH013308000,1747,1433,285,0,1,23,0,0,0,0,1742,5,0.013203215,23
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Caba,PH013309000,5070,3659,1249,42,1,59,2,0,0,0,5012,58,0.01217079,61
Region I (Ilocos Region),PH010000000,La Union,PH013300000,City of San Fernando (Capital),PH013314000,27912,23780,3802,69,4,92,0,1,5,31,27784,128,0.004606968,128
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Luna,PH013310000,8189,6851,1074,10,16,196,1,0,3,2,8153,36,0.024776156,202
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Naguilian,PH013311000,11874,9415,2075,27,18,211,2,0,1,1,11750,124,0.018297872,215
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Pugo,PH013312000,4347,3687,518,11,5,80,0,0,1,0,4302,45,0.018828452,81
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Rosario,PH013313000,12009,9934,1734,47,17,146,1,3,6,11,11899,110,0.013782671,164
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Gabriel,PH013315000,3877,2794,980,19,2,47,0,0,2,7,3851,26,0.014541677,56
Region I (Ilocos Region),PH010000000,La Union,PH013300000,San Juan,PH013316000,8462,6746,1458,16,16,158,0,0,3,11,8408,54,0.020456708,172
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santo Tomas,PH013317000,8114,6194,1601,96,12,139,7,2,7,28,8086,28,0.022384368,181
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Santol,PH013318000,2780,1884,819,2,0,56,0,0,0,0,2761,19,0.020282506,56
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Sudipen,PH013319000,3758,2890,720,0,6,120,0,0,2,1,3739,19,0.032896496,123
Region I (Ilocos Region),PH010000000,La Union,PH013300000,Tubao,PH013320000,6372,5051,1013,27,10,162,0,1,7,5,6276,96,0.027724665,174
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Agno,PH015501000,6593,3927,1514,13,44,1028,5,0,1,5,6537,56,0.15894141,1039
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Aguilar,PH015502000,8591,6459,1390,24,58,610,2,1,0,11,8555,36,0.072822911,623
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Alcala,PH015504000,10057,7712,1697,36,23,446,6,0,8,5,9933,124,0.046813651,465
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Anda,PH015505000,9321,5412,3269,35,16,489,16,0,9,19,9265,56,0.057528332,533
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Asingan,PH015506000,13064,10782,1624,15,58,502,2,0,2,8,12993,71,0.039559763,514
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Balungao,PH015507000,6891,5251,1225,11,18,342,2,0,3,4,6856,35,0.051196033,351
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bani,PH015508000,12225,7938,2815,47,51,1280,13,5,6,27,12182,43,0.108849122,1326
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Basista,PH015509000,6885,5353,1097,10,57,295,1,0,0,9,6822,63,0.044708297,305
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bautista,PH015510000,6860,5191,1373,10,26,166,5,3,11,3,6788,72,0.027253978,185
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bayambang,PH015511000,25004,18295,5030,95,135,1167,9,20,12,33,24796,208,0.049241813,1221
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binalonan,PH015512000,12655,10612,1426,55,32,425,6,1,2,23,12582,73,0.036242251,456
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Binmaley,PH015513000,18204,12864,3251,128,209,1603,31,8,9,41,18144,60,0.092813051,1684
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bolinao,PH015514000,17601,11391,4325,259,70,1156,51,8,24,89,17373,228,0.075979969,1320
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Bugallon,PH015515000,14276,10124,1744,95,181,1962,77,2,3,33,14221,55,0.145910977,2075
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Burgos,PH015516000,4768,3082,941,4,14,697,2,0,0,9,4749,19,0.149084018,708
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Calasiao,PH015517000,21504,17361,2877,120,117,725,17,2,12,48,21279,225,0.037689741,802
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Alaminos,PH015503000,21410,15644,3860,57,171,1503,18,11,14,40,21318,92,0.073881227,1575
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Urdaneta,PH015546000,29630,24137,4102,73,101,958,10,2,9,18,29410,220,0.03383203,995
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of Dagupan,PH015518000,35748,26325,7359,186,100,1398,20,11,18,72,35489,259,0.04249204,1508
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Dasol,PH015519000,6677,4100,1145,15,55,1243,10,1,3,28,6600,77,0.194545455,1284
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Infanta,PH015520000,5584,3410,866,14,96,1054,8,1,4,4,5457,127,0.196078431,1070
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Labrador,PH015521000,5473,4055,836,15,37,429,3,2,3,28,5408,65,0.085613905,463
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Laoac,PH015548000,7154,5976,834,9,27,239,1,0,6,15,7107,47,0.036724356,261
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Lingayen (Capital),PH015522000,21235,14825,2749,69,286,2979,58,48,27,65,21106,129,0.148251682,3129
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mabini,PH015523000,5856,3477,1352,42,27,880,6,6,34,9,5833,23,0.159266244,929
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Malasiqui,PH015524000,28609,21371,5552,57,101,1210,7,11,14,68,28391,218,0.045753936,1299
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Manaoag,PH015525000,14633,11412,2375,47,36,521,2,2,4,24,14423,210,0.03820287,551
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangaldan,PH015526000,22611,18448,2523,64,143,1278,6,2,4,32,22500,111,0.058666667,1320
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mangatarem,PH015527000,16231,11510,2942,32,86,1335,10,14,12,15,15956,275,0.085986463,1372
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Mapandan,PH015528000,7596,6737,646,12,25,140,3,0,2,4,7569,27,0.01968556,149
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Natividad,PH015529000,5690,4538,649,2,60,367,0,2,0,0,5618,72,0.065325739,367
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Pozorrubio,PH015530000,15789,13233,1716,106,51,514,7,1,10,26,15664,125,0.035559244,557
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Rosales,PH015531000,14365,11912,1934,23,38,349,0,1,2,3,14262,103,0.024821203,354
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,City of San Carlos,PH015532000,40867,31382,4993,190,288,3373,48,18,51,190,40533,334,0.090346138,3662
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Fabian,PH015533000,18991,13929,3561,161,120,905,39,7,11,39,18772,219,0.052951204,994
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Jacinto,PH015534000,8983,7057,1281,10,100,404,4,2,1,7,8866,117,0.046920821,416
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Manuel,PH015535000,11622,9508,1235,51,41,709,4,5,8,25,11586,36,0.064388055,746
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Nicolas,PH015536000,8133,6335,1133,5,34,585,0,2,0,5,8099,34,0.0728485,590
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,San Quintin,PH015537000,8002,6283,918,14,74,639,1,2,2,1,7934,68,0.08104361,643
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Barbara,PH015538000,18206,14819,2408,111,92,592,10,2,5,10,18049,157,0.034184719,617
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santa Maria,PH015539000,7371,6370,753,24,20,147,1,0,2,5,7322,49,0.021169079,155
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Santo Tomas,PH015540000,3338,2869,305,9,12,46,2,0,2,4,3249,89,0.016620499,54
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sison,PH015541000,10532,9058,988,32,56,333,3,2,6,14,10492,40,0.033930614,356
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Sual,PH015542000,7817,4908,1741,30,69,973,11,0,5,7,7744,73,0.128615702,996
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Tayug,PH015543000,9837,7947,1373,34,24,361,4,1,6,21,9771,66,0.040118719,392
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Umingan,PH015544000,16983,12461,1892,13,227,2270,7,1,7,12,16890,93,0.135938425,2296
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Urbiztondo,PH015545000,10418,7245,2049,23,70,903,3,1,6,10,10310,108,0.08942774,922
Region I (Ilocos Region),PH010000000,Pangasinan,PH015500000,Villasis,PH015547000,14350,11542,1931,30,55,675,4,0,5,14,14256,94,0.048961841,698
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Basco (Capital),PH020901000,2309,2266,10,0,2,2,0,0,0,0,2280,29,0.000877193,2
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Itbayat,PH020902000,828,512,165,0,40,110,0,0,0,0,827,1,0.133010883,110
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Ivana,PH020903000,357,328,0,0,27,2,0,0,0,0,357,0,0.005602241,2
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Mahatao,PH020904000,443,410,3,0,6,20,0,0,0,0,439,4,0.045558087,20
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Sabtang,PH020905000,418,256,0,0,135,13,0,0,0,0,404,14,0.032178218,13
Region II (Cagayan Valley),PH020000000,Batanes,PH020900000,Uyugan,PH020906000,354,328,0,0,25,1,0,0,0,0,354,0,0.002824859,1
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Abulug,PH021501000,7375,5356,694,0,211,1106,1,1,0,2,7371,4,0.150454484,1109
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Alcala,PH021502000,9163,6555,2329,7,14,226,1,1,4,1,9138,25,0.025388488,232
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Allacapan,PH021503000,7535,4156,2719,5,15,618,4,0,3,8,7528,7,0.084086079,633
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Amulung,PH021504000,10616,6516,3441,13,24,555,4,0,0,3,10556,60,0.053239864,562
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Aparri,PH021505000,13825,10017,2071,44,213,1445,14,2,8,6,13820,5,0.10658466,1473
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Baggao,PH021506000,19282,11990,6492,39,15,646,1,1,5,4,19193,89,0.034179128,656
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Ballesteros,PH021507000,7973,5389,1052,1,165,1354,0,1,0,0,7962,11,0.170057774,1354
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Buguey,PH021508000,6689,4489,934,1,216,1042,1,0,2,0,6685,4,0.15632012,1045
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Calayan,PH021509000,3883,1373,769,0,161,1580,0,0,0,0,3883,0,0.40690188,1580
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Camalaniugan,PH021510000,5383,3823,1350,3,17,184,3,0,0,2,5382,1,0.035117057,189
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Claveria,PH021511000,6956,5162,421,0,630,735,2,0,2,4,6956,0,0.106814261,743
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Enrile,PH021512000,7537,6122,583,1,62,759,0,0,0,2,7529,8,0.10107584,761
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Gattaran,PH021513000,12549,9037,2920,7,17,530,5,0,2,1,12519,30,0.042974678,538
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Gonzaga,PH021514000,8502,6785,1278,17,32,347,15,0,3,16,8493,9,0.044860473,381
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Iguig,PH021515000,6070,4858,957,4,14,211,3,1,3,2,6053,17,0.036180406,219
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Lal-Lo,PH021516000,10143,7629,2115,11,25,324,17,0,6,3,10130,13,0.034550839,350
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Lasam,PH021517000,8862,6289,2296,7,3,220,22,0,3,4,8844,18,0.028154681,249
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Pamplona,PH021518000,5074,2961,690,2,221,1193,5,0,1,1,5074,0,0.236499803,1200
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Peñablanca,PH021519000,10681,7555,2707,45,12,332,5,1,0,4,10661,20,0.031985742,341
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Piat,PH021520000,5515,3802,1334,3,30,329,2,0,2,2,5504,11,0.060864826,335
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Rizal,PH021521000,4033,2052,1167,11,17,741,15,0,10,12,4025,8,0.193291925,778
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Sanchez-Mira,PH021522000,5594,4115,239,5,470,733,25,2,1,2,5592,2,0.136087268,761
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Ana,PH021523000,7723,5498,1291,14,64,821,5,2,9,7,7711,12,0.109194657,842
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Praxedes,PH021524000,980,632,46,0,74,219,7,0,0,0,978,2,0.231083845,226
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santa Teresita,PH021525000,4282,3253,671,4,29,284,1,3,2,2,4249,33,0.068016004,289
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Santo Niño (Faire),PH021526000,6439,3434,2600,6,12,343,1,0,6,2,6404,35,0.054965646,352
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Solana,PH021527000,18594,13495,2884,28,143,1979,24,2,8,6,18569,25,0.108621897,2017
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuao,PH021528000,13540,10102,2432,109,34,763,14,4,27,17,13502,38,0.060805807,821
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuguegarao City (Capital),PH021529000,32674,29886,2177,30,58,458,6,17,10,14,32656,18,0.014943655,488
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Alicia,PH023101000,16888,13805,2435,90,40,333,5,3,5,27,16743,145,0.022098788,370
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Angadanan,PH023102000,9834,7432,1807,14,26,489,0,0,1,4,9773,61,0.050547427,494
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Aurora,PH023103000,8434,7093,1022,18,14,178,1,2,25,9,8362,72,0.025472375,213
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Benito Soliven,PH023104000,6858,4419,2159,8,11,207,1,1,0,2,6808,50,0.030846063,210
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Burgos,PH023105000,5672,4618,725,11,28,251,5,1,7,0,5646,26,0.046581651,263
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabagan,PH023106000,9866,7777,1565,4,26,443,1,1,7,4,9828,38,0.046296296,455
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabatuan,PH023107000,9036,8032,650,21,18,271,6,0,3,7,9008,28,0.031860568,287
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Cauayan,PH023108000,30207,24579,4468,64,68,835,10,2,10,38,30074,133,0.029693423,893
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Santiago,PH023135000,30158,24782,4070,170,69,620,25,8,29,174,29947,211,0.028316693,848
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cordon,PH023109000,10264,8137,1299,8,84,687,2,0,3,0,10220,44,0.067710372,692
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Delfin Albano (Magsaysay),PH023118000,6554,5416,622,2,44,430,1,1,0,0,6516,38,0.066144874,431
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Dinapigue,PH023110000,1229,631,367,2,6,181,3,1,22,2,1215,14,0.171193416,208
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Divilacan,PH023111000,1260,397,657,1,0,182,1,0,0,2,1240,20,0.149193548,185
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Echague,PH023112000,18536,14509,2527,16,63,1363,6,4,2,2,18492,44,0.074248324,1373
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Gamu,PH023113000,6666,5676,638,4,52,278,0,0,2,0,6650,16,0.042105263,280
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Ilagan (Capital),PH023114000,33887,28614,4298,69,89,636,18,2,7,21,33754,133,0.020205013,682
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Jones,PH023115000,10543,7756,2151,47,16,450,16,2,10,27,10475,68,0.048019093,503
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Luna,PH023116000,4486,4017,353,12,4,63,4,1,5,3,4462,24,0.016808606,75
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Maconacon,PH023117000,935,338,518,1,1,73,0,0,3,0,934,1,0.08137045,76
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Mallig,PH023119000,7588,5442,1035,48,138,883,11,3,11,10,7581,7,0.120696478,915
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Naguilian,PH023120000,7299,5510,1222,0,41,506,1,0,0,1,7281,18,0.069770636,508
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Palanan,PH023121000,3818,1116,1876,1,15,763,2,0,5,6,3784,34,0.205073996,776
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quezon,PH023122000,5872,4082,722,3,127,920,2,0,1,1,5858,14,0.157733015,924
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quirino,PH023123000,6258,5087,541,2,105,512,4,0,2,0,6253,5,0.082840237,518
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Ramon,PH023124000,13040,10728,1405,23,70,737,6,1,6,5,12981,59,0.058084893,754
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Reina Mercedes,PH023125000,5828,5014,545,12,22,167,1,3,6,27,5797,31,0.034673107,201
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Roxas,PH023126000,14149,11299,1812,118,75,635,32,2,21,55,14049,100,0.052886326,743
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Agustin,PH023127000,5377,4487,779,5,4,92,1,0,3,1,5372,5,0.01805659,97
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Guillermo,PH023128000,4595,2150,2166,0,2,257,1,0,3,0,4579,16,0.056999345,261
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Isidro,PH023129000,5545,4458,855,16,21,166,2,0,1,3,5522,23,0.031148135,172
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Manuel,PH023130000,7534,5832,1045,52,40,465,23,3,2,25,7487,47,0.068785896,515
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mariano,PH023131000,11849,6791,3665,26,45,1156,16,0,12,47,11758,91,0.104694676,1231
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mateo,PH023132000,15353,13626,1310,19,55,287,4,2,3,8,15314,39,0.019720517,302
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Pablo,PH023133000,5072,4203,609,29,7,185,2,0,1,5,5041,31,0.038286054,193
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santa Maria,PH023134000,4844,3360,648,5,82,687,2,0,0,5,4789,55,0.144915431,694
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santo Tomas,PH023136000,4903,3656,883,5,36,281,1,1,1,1,4865,38,0.058376156,284
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Tumauini,PH023137000,14862,12245,1795,20,79,625,8,2,2,6,14782,80,0.04336355,641
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Alfonso Castaneda,PH025015000,1783,884,602,2,8,283,1,0,2,0,1782,1,0.160493827,286
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Ambaguio,PH025001000,3535,269,2552,1,1,703,1,0,7,0,3534,1,0.201188455,711
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Aritao,PH025002000,8501,5851,2045,6,33,464,3,0,1,0,8403,98,0.055694395,468
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bagabag,PH025003000,8771,7136,1188,24,15,364,2,0,5,2,8736,35,0.042696886,373
